,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
137,President Biden 🥶🥶,0.0,0.0,0.0,0.0,0.0,0.0,President Biden 🥶🥶,"[('President', 'PROPN'), ('Biden', 'PROPN'), ('🥶', 'EMOJI'), ('🥶', 'EMOJI')]","{'PROPN': 3, 'NOUN': 1}",president biden 🥶 🥶,PROPN PROPN EMOJI EMOJI,1.0,president biden,0,0,
138,here comes the loser,1.0,0.0,0.0,0.0,0.0,0.0,here comes the loser,"[('here', 'ADV'), ('come', 'VERB'), ('the', 'DET'), ('loser', 'NOUN')]","{'ADV': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1}",here come loser,ADV VERB DET NOUN,0.0,here come loser,0,0,
139,FOX is the new CNN,0.0,0.0,0.0,0.0,0.0,0.0,FOX is the new CNN,"[('FOX', 'PROPN'), ('be', 'AUX'), ('the', 'DET'), ('new', 'ADJ'), ('CNN', 'PROPN')]","{'PROPN': 2, 'AUX': 1, 'DET': 1, 'ADJ': 1}",fox new cnn,PROPN AUX DET ADJ PROPN,1.0,fox be new cnn,2,0,
140,Love you Mr. President,0.0,0.0,0.0,0.0,0.0,0.0,Love you Mr. President,"[('love', 'VERB'), ('you', 'PRON'), ('Mr.', 'PROPN'), ('President', 'PROPN')]","{'VERB': 1, 'PRON': 1, 'PROPN': 2}",love mr. president,VERB PRON PROPN PROPN,1.0,love mr. president,0,1,
141,test,0.0,0.0,0.0,0.0,0.0,0.0,test,"[('test', 'NOUN')]",{'NOUN': 1},test,NOUN,1.0,test,0,0,
142,"Benjamin Franklin once said: ""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neitherLiberty nor Safety.""",0.0,0.0,0.0,0.0,0.0,0.0,"Benjamin Franklin once said: ""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neitherLiberty nor Safety.""","[('Benjamin', 'PROPN'), ('Franklin', 'PROPN'), ('once', 'ADV'), ('say', 'VERB'), (':', 'PUNCT'), ('""', 'PUNCT'), ('those', 'DET'), ('who', 'PRON'), ('would', 'AUX'), ('give', 'VERB'), ('up', 'ADP'), ('essential', 'ADJ'), ('Liberty', 'PROPN'), (',', 'PUNCT'), ('to', 'PART'), ('purchase', 'VERB'), ('a', 'DET'), ('little', 'ADJ'), ('temporary', 'ADJ'), ('safety', 'NOUN'), (',', 'PUNCT'), ('deserve', 'VERB'), ('neitherliberty', 'NOUN'), ('nor', 'CCONJ'), ('Safety', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","{'PROPN': 4, 'ADV': 1, 'VERB': 4, 'PUNCT': 6, 'DET': 2, 'PRON': 1, 'AUX': 1, 'ADP': 1, 'ADJ': 3, 'PART': 1, 'NOUN': 2, 'CCONJ': 1}",benjamin franklin once say give essential liberty to purchase little temporary safety deserve neitherliberty safety,PROPN PROPN ADV VERB PUNCT PUNCT DET PRON AUX VERB ADP ADJ PROPN PUNCT PART VERB DET ADJ ADJ NOUN PUNCT VERB NOUN CCONJ PROPN PUNCT PUNCT,1.0,benjamin franklin once say would give up essential liberty to purchase little temporary safety deserve neitherliberty nor safety,0,6,neitherliberty
143,"CORN and COB - Anyone think Trump is TROLLING Biden's ""CORN POP"" story ???",0.0,0.0,0.0,0.0,0.0,0.0,"CORN and COB - Anyone think Trump is TROLLING Bidens ""CORN POP"" story ???","[('CORN', 'PROPN'), ('and', 'CCONJ'), ('COB', 'PROPN'), ('-', 'PUNCT'), ('anyone', 'PRON'), ('think', 'VERB'), ('Trump', 'PROPN'), ('be', 'AUX'), ('troll', 'VERB'), ('Bidens', 'PROPN'), ('""', 'PUNCT'), ('CORN', 'PROPN'), ('POP', 'PROPN'), ('""', 'PUNCT'), ('story', 'NOUN'), ('?', 'PUNCT'), ('?', 'PUNCT'), ('?', 'PUNCT')]","{'PROPN': 6, 'CCONJ': 1, 'PUNCT': 6, 'PRON': 1, 'VERB': 2, 'AUX': 1, 'NOUN': 1}",corn cob think trump troll bidens corn pop story,PROPN CCONJ PROPN PUNCT PRON VERB PROPN AUX VERB PROPN PUNCT PROPN PROPN PUNCT NOUN PUNCT PUNCT PUNCT,1.0,corn and cob think trump be troll bidens corn pop story,5,6,bidens
144,Love you Trump,0.0,0.0,0.0,0.0,0.0,0.0,Love you Trump,"[('love', 'VERB'), ('you', 'PRON'), ('trump', 'VERB')]","{'VERB': 2, 'PRON': 1}",love trump,VERB PRON VERB,1.0,love trump,0,0,
145,YOU LOST,0.0,0.0,0.0,0.0,0.0,0.0,YOU LOST,"[('you', 'PRON'), ('lose', 'VERB')]","{'PRON': 1, 'VERB': 1}",lose,PRON VERB,1.0,lose,2,0,
146,"Trump, you must win this battle!!!If you lose we'll lose our freedom",0.0,0.0,0.0,0.0,0.0,0.0,"Trump, you must win this battle!!!If you lose we will lose our freedom","[('Trump', 'PROPN'), (',', 'PUNCT'), ('you', 'PRON'), ('must', 'AUX'), ('win', 'VERB'), ('this', 'DET'), ('battle!!!if', 'NOUN'), ('you', 'PRON'), ('lose', 'VERB'), ('we', 'PRON'), ('will', 'AUX'), ('lose', 'VERB'), ('our', 'PRON'), ('freedom', 'NOUN')]","{'PROPN': 1, 'PUNCT': 1, 'PRON': 4, 'AUX': 2, 'VERB': 3, 'DET': 1, 'NOUN': 2}",trump win battle!!!if lose lose freedom,PROPN PUNCT PRON AUX VERB DET NOUN PRON VERB PRON AUX VERB PRON NOUN,1.0,trump must win battle!!!if lose will lose freedom,0,4,battle!!!if
147,Trump 2020!!!,0.0,0.0,0.0,0.0,0.0,0.0,Trump 2020!!!,"[('trump', 'VERB'), ('2020', 'NUM'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'VERB': 1, 'NUM': 1, 'PUNCT': 3}",trump 2020,VERB NUM PUNCT PUNCT PUNCT,1.0,trump 2020,0,3,
148,I can't wait to see him get kicked out of the white House,1.0,0.0,0.0,0.0,0.0,0.0,I cannot wait to see him get kicked out of the white House,"[('I', 'PRON'), ('can', 'AUX'), ('not', 'PART'), ('wait', 'VERB'), ('to', 'PART'), ('see', 'VERB'), ('he', 'PRON'), ('get', 'AUX'), ('kick', 'VERB'), ('out', 'SCONJ'), ('of', 'ADP'), ('the', 'DET'), ('white', 'PROPN'), ('House', 'PROPN')]","{'PRON': 2, 'AUX': 2, 'PART': 2, 'VERB': 3, 'SCONJ': 1, 'ADP': 1, 'DET': 1, 'PROPN': 2}",not wait to see kick white house,PRON AUX PART VERB PART VERB PRON AUX VERB SCONJ ADP DET PROPN PROPN,0.0,can not wait to see get kick of white house,1,0,
149,"Just like Sansa said to Ramsey I say it to trump: “ your words will desapear, your house will desapear, all memory of you will desapear.”",0.0,0.0,0.0,0.0,0.0,0.0,"Just like Sansa said to Ramsey I say it to trump: “ your words will desapear, your house will desapear, all memory of you will desapear.”","[('just', 'ADV'), ('like', 'ADP'), ('Sansa', 'PROPN'), ('say', 'VERB'), ('to', 'ADP'), ('Ramsey', 'PROPN'), ('I', 'PRON'), ('say', 'VERB'), ('it', 'PRON'), ('to', 'PART'), ('trump', 'VERB'), (':', 'PUNCT'), ('""', 'PUNCT'), ('your', 'PRON'), ('word', 'NOUN'), ('will', 'AUX'), ('desapear', 'VERB'), (',', 'PUNCT'), ('your', 'PRON'), ('house', 'NOUN'), ('will', 'AUX'), ('desapear', 'VERB'), (',', 'PUNCT'), ('all', 'DET'), ('memory', 'NOUN'), ('of', 'ADP'), ('you', 'PRON'), ('will', 'AUX'), ('desapear', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","{'ADV': 1, 'ADP': 3, 'PROPN': 2, 'VERB': 6, 'PRON': 5, 'PART': 1, 'PUNCT': 6, 'NOUN': 3, 'AUX': 3, 'DET': 1}",just sansa say ramsey say to trump word desapear house desapear memory desapear,ADV ADP PROPN VERB ADP PROPN PRON VERB PRON PART VERB PUNCT PUNCT PRON NOUN AUX VERB PUNCT PRON NOUN AUX VERB PUNCT DET NOUN ADP PRON AUX VERB PUNCT PUNCT,1.0,just like sansa say to ramsey say to trump word will desapear house will desapear memory of will desapear,1,4,sansa desapear desapear desapear
150,@Brake Davis yes Barry was,0.0,0.0,0.0,0.0,0.0,0.0,@Brake Davis yes Barry was,"[('@Brake', 'PROPN'), ('Davis', 'PROPN'), ('yes', 'INTJ'), ('Barry', 'PROPN'), ('be', 'AUX')]","{'PROPN': 3, 'INTJ': 1, 'AUX': 1}",@brake davis yes barry,PROPN PROPN INTJ PROPN AUX,1.0,@brake davis yes barry be,0,1,@brake
151,🕴🕴🕴🕴🕴,0.0,0.0,0.0,0.0,0.0,0.0,🕴🕴🕴🕴🕴,"[('🕴', 'EMOJI'), ('🕴', 'EMOJI'), ('🕴', 'EMOJI'), ('🕴', 'EMOJI'), ('🕴', 'EMOJI')]","{'X': 1, 'NOUN': 4}",🕴 🕴 🕴 🕴 🕴,EMOJI EMOJI EMOJI EMOJI EMOJI,1.0,,0,0,
152,Who is Biden ? 🤣🤣 long live Trump❤️👍,0.0,0.0,0.0,0.0,0.0,0.0,Who is Biden ? 🤣🤣 long live Trump❤️👍,"[('who', 'PRON'), ('be', 'AUX'), ('Biden', 'PROPN'), ('?', 'PUNCT'), ('🤣', 'EMOJI'), ('🤣', 'EMOJI'), ('long', 'ADV'), ('live', 'VERB'), ('Trump', 'PROPN'), ('❤️', 'EMOJI'), ('👍', 'EMOJI')]","{'PRON': 1, 'AUX': 1, 'PROPN': 5, 'PUNCT': 1, 'ADV': 1, 'VERB': 1, 'NOUN': 1, 'NUM': 1}",biden 🤣 🤣 long live trump ❤ ️ 👍,PRON AUX PROPN PUNCT EMOJI EMOJI ADV VERB PROPN EMOJI EMOJI,1.0,be biden long live trump,0,1,
153,buck fiden,0.0,0.0,0.0,0.0,0.0,1.0,buck fiden,"[('buck', 'NOUN'), ('fiden', 'NOUN')]",{'NOUN': 2},buck fiden,NOUN NOUN,0.0,buck fiden,0,0,fiden
154,Makes it about himself,0.0,0.0,0.0,0.0,0.0,0.0,Makes it about himself,"[('make', 'VERB'), ('it', 'PRON'), ('about', 'ADP'), ('himself', 'PRON')]","{'VERB': 1, 'PRON': 2, 'ADP': 1}",make,VERB PRON ADP PRON,1.0,make about,0,0,
155,YOU LOST SUCKER 🤣,1.0,0.0,0.0,0.0,0.0,1.0,YOU LOST SUCKER 🤣,"[('you', 'PRON'), ('lose', 'VERB'), ('SUCKER', 'PROPN'), ('🤣', 'EMOJI')]","{'PRON': 1, 'VERB': 1, 'PROPN': 1, 'NOUN': 1}",lose sucker 🤣,PRON VERB PROPN EMOJI,0.0,lose sucker,3,0,
156,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️Trump2020!,0.0,0.0,0.0,0.0,0.0,0.0,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️Trump2020!,"[('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤️', 'EMOJI'), ('❤', 'EMOJI'), ('️trump2020', 'NOUN'), ('!', 'PUNCT')]","{'NUM': 2, 'NOUN': 10, 'ADJ': 8, 'PUNCT': 1}",❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️trump2020,EMOJI EMOJI EMOJI EMOJI EMOJI EMOJI EMOJI EMOJI EMOJI EMOJI NOUN PUNCT,1.0,️trump2020,0,1,️trump2020
157,lol i knew it he couldnt get through it without strokin himself lmao,1.0,1.0,0.0,0.0,0.0,1.0,lol i knew it he couldnt get through it without strokin himself lmao,"[('lol', 'NOUN'), ('I', 'PRON'), ('know', 'VERB'), ('it', 'PRON'), ('he', 'PRON'), ('could', 'AUX'), ('not', 'PART'), ('get', 'VERB'), ('through', 'ADP'), ('it', 'PRON'), ('without', 'ADP'), ('strokin', 'PROPN'), ('himself', 'PRON'), ('lmao', 'PROPN')]","{'NOUN': 1, 'PRON': 5, 'VERB': 2, 'AUX': 1, 'PART': 1, 'ADP': 2, 'PROPN': 2}",lol know nt get strokin lmao,NOUN PRON VERB PRON PRON AUX PART VERB ADP PRON ADP PROPN PRON PROPN,0.0,lol know could nt get through without strokin lmao,0,0,strokin lmao
158,Oh FFS. Just concede!,0.0,0.0,0.0,0.0,0.0,0.0,Oh FFS. Just concede!,"[('oh', 'INTJ'), ('FFS', 'PROPN'), ('.', 'PUNCT'), ('just', 'ADV'), ('concede', 'VERB'), ('!', 'PUNCT')]","{'INTJ': 1, 'PROPN': 1, 'PUNCT': 2, 'ADV': 1, 'VERB': 1}",oh ffs just concede,INTJ PROPN PUNCT ADV VERB PUNCT,1.0,oh ffs just concede,1,2,
159,Bet ya he just pardons himself😁,0.0,0.0,0.0,0.0,0.0,0.0,Bet ya he just pardons himself😁,"[('bet', 'VERB'), ('ya', 'PRON'), ('he', 'PRON'), ('just', 'ADV'), ('pardon', 'VERB'), ('himself', 'PRON'), ('😁', 'EMOJI')]","{'VERB': 3, 'PRON': 3, 'ADV': 1}",bet just pardon 😁,VERB PRON PRON ADV VERB PRON EMOJI,1.0,bet just pardon,0,0,
160,He is the best President and Democrats people will see the difference between Not President Elect Biden and Trump.... President Trump made America Great,0.0,0.0,0.0,0.0,0.0,0.0,He is the best President and Democrats people will see the difference between Not President Elect Biden and Trump.... President Trump made America Great,"[('he', 'PRON'), ('be', 'AUX'), ('the', 'DET'), ('good', 'ADJ'), ('President', 'PROPN'), ('and', 'CCONJ'), ('Democrats', 'PROPN'), ('people', 'NOUN'), ('will', 'AUX'), ('see', 'VERB'), ('the', 'DET'), ('difference', 'NOUN'), ('between', 'ADP'), ('not', 'PART'), ('President', 'PROPN'), ('Elect', 'PROPN'), ('Biden', 'PROPN'), ('and', 'CCONJ'), ('Trump', 'PROPN'), ('....', 'PUNCT'), ('President', 'PROPN'), ('Trump', 'PROPN'), ('make', 'VERB'), ('America', 'PROPN'), ('great', 'ADJ')]","{'PRON': 1, 'AUX': 2, 'DET': 2, 'ADJ': 2, 'PROPN': 9, 'CCONJ': 2, 'NOUN': 2, 'VERB': 2, 'ADP': 1, 'PART': 1, 'PUNCT': 1}",good president democrats people see difference not president elect biden trump .... president trump make america great,PRON AUX DET ADJ PROPN CCONJ PROPN NOUN AUX VERB DET NOUN ADP PART PROPN PROPN PROPN CCONJ PROPN PUNCT PROPN PROPN VERB PROPN ADJ,1.0,be good president and democrats people will see difference between not president elect biden and trump .... president trump make america great,0,4,
161,"Love you Trump, you are the best president.",0.0,0.0,0.0,0.0,0.0,0.0,"Love you Trump, you are the best president.","[('love', 'VERB'), ('you', 'PRON'), ('Trump', 'PROPN'), (',', 'PUNCT'), ('you', 'PRON'), ('be', 'AUX'), ('the', 'DET'), ('good', 'ADJ'), ('president', 'NOUN'), ('.', 'PUNCT')]","{'VERB': 1, 'PRON': 2, 'PROPN': 1, 'PUNCT': 2, 'AUX': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 1}",love trump good president,VERB PRON PROPN PUNCT PRON AUX DET ADJ NOUN PUNCT,1.0,love trump be good president,0,2,
162,Nice suit mr president,0.0,0.0,0.0,0.0,0.0,0.0,Nice suit mr president,"[('nice', 'ADJ'), ('suit', 'NOUN'), ('mr', 'PROPN'), ('president', 'NOUN')]","{'ADJ': 1, 'NOUN': 2, 'PROPN': 1}",nice suit mr president,ADJ NOUN PROPN NOUN,1.0,nice suit mr president,0,0,
163,how long do you guys think it takes before Biden sniffs his first child ?,1.0,0.0,0.0,0.0,0.0,0.0,how long do you guys think it takes before Biden sniffs his first child ?,"[('how', 'ADV'), ('long', 'ADV'), ('do', 'AUX'), ('you', 'PRON'), ('guy', 'NOUN'), ('think', 'VERB'), ('it', 'PRON'), ('take', 'VERB'), ('before', 'ADP'), ('Biden', 'PROPN'), ('sniff', 'VERB'), ('his', 'PRON'), ('first', 'ADJ'), ('child', 'NOUN'), ('?', 'PUNCT')]","{'ADV': 2, 'AUX': 1, 'PRON': 3, 'NOUN': 2, 'VERB': 3, 'ADP': 1, 'PROPN': 1, 'ADJ': 1, 'PUNCT': 1}",how long guy think take biden sniff first child,ADV ADV AUX PRON NOUN VERB PRON VERB ADP PROPN VERB PRON ADJ NOUN PUNCT,0.0,how long do guy think take before biden sniff first child,0,1,
164,Trump 24,0.0,0.0,0.0,0.0,0.0,0.0,Trump 24,"[('trump', 'VERB'), ('24', 'NUM')]","{'VERB': 1, 'NUM': 1}",trump 24,VERB NUM,1.0,trump 24,0,0,
165,Love God bless! Both these lovely people! President Donald J Trump!,0.0,0.0,0.0,0.0,0.0,0.0,Love God bless! Both these lovely people! President Donald J Trump!,"[('love', 'VERB'), ('God', 'PROPN'), ('bless', 'VERB'), ('!', 'PUNCT'), ('both', 'CCONJ'), ('these', 'DET'), ('lovely', 'ADJ'), ('people', 'NOUN'), ('!', 'PUNCT'), ('President', 'PROPN'), ('Donald', 'PROPN'), ('J', 'PROPN'), ('Trump', 'PROPN'), ('!', 'PUNCT')]","{'VERB': 2, 'PROPN': 5, 'PUNCT': 3, 'CCONJ': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 1}",love god bless lovely people president donald j trump,VERB PROPN VERB PUNCT CCONJ DET ADJ NOUN PUNCT PROPN PROPN PROPN PROPN PUNCT,1.0,love god bless both lovely people president donald j trump,1,3,
166,CONSPIRATION OF THEORY IS A FACT OF CONSPIRATION - GEORGE WASHINGTON,0.0,0.0,0.0,0.0,0.0,0.0,CONSPIRATION OF THEORY IS A FACT OF CONSPIRATION - GEORGE WASHINGTON,"[('conspiration', 'NOUN'), ('of', 'ADP'), ('THEORY', 'PROPN'), ('be', 'AUX'), ('a', 'DET'), ('fact', 'NOUN'), ('of', 'ADP'), ('conspiration', 'NOUN'), ('-', 'PUNCT'), ('GEORGE', 'PROPN'), ('WASHINGTON', 'PROPN')]","{'NOUN': 3, 'ADP': 2, 'PROPN': 3, 'AUX': 1, 'DET': 1, 'PUNCT': 1}",conspiration theory fact conspiration george washington,NOUN ADP PROPN AUX DET NOUN ADP NOUN PUNCT PROPN PROPN,1.0,conspiration of theory be fact of conspiration george washington,10,1,conspiration conspiration
167,How does biden win over trump when he couldnt even get 6 people at his events when Trump got 30k..are we really going to let this happen?,0.0,0.0,0.0,0.0,0.0,0.0,How does biden win over trump when he couldnt even get 6 people at his events when Trump got 30k..are we really going to let this happen?,"[('how', 'ADV'), ('do', 'AUX'), ('biden', 'NOUN'), ('win', 'NOUN'), ('over', 'ADP'), ('trump', 'NOUN'), ('when', 'ADV'), ('he', 'PRON'), ('could', 'AUX'), ('not', 'PART'), ('even', 'ADV'), ('get', 'VERB'), ('6', 'NUM'), ('people', 'NOUN'), ('at', 'ADP'), ('his', 'PRON'), ('event', 'NOUN'), ('when', 'ADV'), ('Trump', 'PROPN'), ('get', 'VERB'), ('30k', 'NOUN'), ('..', 'PUNCT'), ('be', 'AUX'), ('we', 'PRON'), ('really', 'ADV'), ('go', 'VERB'), ('to', 'PART'), ('let', 'VERB'), ('this', 'DET'), ('happen', 'VERB'), ('?', 'PUNCT')]","{'ADV': 5, 'AUX': 3, 'NOUN': 6, 'ADP': 2, 'PRON': 3, 'PART': 2, 'VERB': 5, 'NUM': 1, 'PROPN': 1, 'PUNCT': 2, 'DET': 1}",how biden win trump when nt even get 6 people event when trump get 30k .. really go to let happen,ADV AUX NOUN NOUN ADP NOUN ADV PRON AUX PART ADV VERB NUM NOUN ADP PRON NOUN ADV PROPN VERB NOUN PUNCT AUX PRON ADV VERB PART VERB DET VERB PUNCT,1.0,how do biden win over trump when could nt even get 6 people at event when trump get 30k .. be really go to let happen,0,3,30k
168,as a Chinese love u trump,0.0,0.0,0.0,0.0,0.0,0.0,as a Chinese love u trump,"[('as', 'ADP'), ('a', 'DET'), ('chinese', 'ADJ'), ('love', 'NOUN'), ('you', 'PRON'), ('trump', 'VERB')]","{'ADP': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 3}",chinese love u trump,ADP DET ADJ NOUN PRON VERB,1.0,as chinese love you trump,0,0,
169,I will be thrilled when you leave office Trump,0.0,0.0,0.0,0.0,0.0,0.0,I will be thrilled when you leave office Trump,"[('I', 'PRON'), ('will', 'AUX'), ('be', 'AUX'), ('thrill', 'VERB'), ('when', 'ADV'), ('you', 'PRON'), ('leave', 'VERB'), ('office', 'NOUN'), ('Trump', 'PROPN')]","{'PRON': 2, 'AUX': 2, 'VERB': 2, 'ADV': 1, 'NOUN': 1, 'PROPN': 1}",thrill when leave office trump,PRON AUX AUX VERB ADV PRON VERB NOUN PROPN,1.0,will be thrill when leave office trump,1,0,
170,Trump has proclaimed that US is no longer able to conduct free and fair elections. Trump to propose dictatorships for the US going forward. Breaking News!,0.0,0.0,0.0,1.0,0.0,0.0,Trump has proclaimed that US is no longer able to conduct free and fair elections. Trump to propose dictatorships for the US going forward. Breaking News!,"[('Trump', 'PROPN'), ('have', 'AUX'), ('proclaim', 'VERB'), ('that', 'SCONJ'), ('US', 'PROPN'), ('be', 'AUX'), ('no', 'ADV'), ('long', 'ADV'), ('able', 'ADJ'), ('to', 'PART'), ('conduct', 'VERB'), ('free', 'ADJ'), ('and', 'CCONJ'), ('fair', 'ADJ'), ('election', 'NOUN'), ('.', 'PUNCT'), ('trump', 'VERB'), ('to', 'PART'), ('propose', 'VERB'), ('dictatorship', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('US', 'PROPN'), ('go', 'VERB'), ('forward', 'ADV'), ('.', 'PUNCT'), ('break', 'VERB'), ('News', 'PROPN'), ('!', 'PUNCT')]","{'PROPN': 4, 'AUX': 2, 'VERB': 6, 'SCONJ': 1, 'ADV': 3, 'ADJ': 3, 'PART': 2, 'CCONJ': 1, 'NOUN': 2, 'PUNCT': 3, 'ADP': 1, 'DET': 1}",trump proclaim us no long able to conduct free fair election trump to propose dictatorship us go forward break news,PROPN AUX VERB SCONJ PROPN AUX ADV ADV ADJ PART VERB ADJ CCONJ ADJ NOUN PUNCT VERB PART VERB NOUN ADP DET PROPN VERB ADV PUNCT VERB PROPN PUNCT,0.0,trump have proclaim us be no long able to conduct free and fair election trump to propose dictatorship for us go forward break news,2,3,
171,I think Biden is already dead,1.0,0.0,0.0,0.0,0.0,0.0,I think Biden is already dead,"[('I', 'PRON'), ('think', 'VERB'), ('Biden', 'PROPN'), ('be', 'AUX'), ('already', 'ADV'), ('dead', 'ADJ')]","{'PRON': 1, 'VERB': 1, 'PROPN': 1, 'AUX': 1, 'ADV': 1, 'ADJ': 1}",think biden already dead,PRON VERB PROPN AUX ADV ADJ,0.0,think biden be already dead,1,0,
172,"The Trump Family is a joke.... Funny, the Turkey talks, and Gobbles. 👉Pardon the Country👈 👉Pardon the Turkey👈. Pardon Trump, Pardon Me. Gobble, Gobble, Gobble, Gobble. Pardon The Stock Market.",1.0,0.0,0.0,1.0,0.0,1.0,"The Trump Family is a joke.... Funny, the Turkey talks, and Gobbles. 👉Pardon the Country👈 👉Pardon the Turkey👈. Pardon Trump, Pardon Me. Gobble, Gobble, Gobble, Gobble. Pardon The Stock Market.","[('the', 'DET'), ('Trump', 'PROPN'), ('Family', 'PROPN'), ('be', 'AUX'), ('a', 'DET'), ('joke', 'NOUN'), ('....', 'PUNCT'), ('funny', 'ADJ'), (',', 'PUNCT'), ('the', 'DET'), ('Turkey', 'PROPN'), ('talk', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('Gobbles', 'PROPN'), ('.', 'PUNCT'), ('👉', 'EMOJI'), ('Pardon', 'PROPN'), ('the', 'DET'), ('Country', 'PROPN'), ('👈', 'EMOJI'), ('👉', 'EMOJI'), ('Pardon', 'PROPN'), ('the', 'DET'), ('Turkey', 'PROPN'), ('👈', 'EMOJI'), ('.', 'PUNCT'), ('Pardon', 'PROPN'), ('Trump', 'PROPN'), (',', 'PUNCT'), ('Pardon', 'PROPN'), ('I', 'PRON'), ('.', 'PUNCT'), ('Gobble', 'PROPN'), (',', 'PUNCT'), ('Gobble', 'PROPN'), (',', 'PUNCT'), ('Gobble', 'PROPN'), (',', 'PUNCT'), ('Gobble', 'PROPN'), ('.', 'PUNCT'), ('Pardon', 'PROPN'), ('the', 'DET'), ('Stock', 'PROPN'), ('Market', 'PROPN'), ('.', 'PUNCT')]","{'DET': 6, 'PROPN': 20, 'AUX': 1, 'NOUN': 2, 'PUNCT': 13, 'ADJ': 1, 'CCONJ': 1, 'ADV': 1, 'PRON': 1}",trump family joke .... funny turkey talk gobbles 👉 pardon country 👈 👉 pardon turkey 👈 pardon trump pardon gobble gobble gobble gobble pardon stock market,DET PROPN PROPN AUX DET NOUN PUNCT ADJ PUNCT DET PROPN NOUN PUNCT CCONJ PROPN PUNCT EMOJI PROPN DET PROPN EMOJI EMOJI PROPN DET PROPN EMOJI PUNCT PROPN PROPN PUNCT PROPN PRON PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN DET PROPN PROPN PUNCT,0.0,trump family be joke .... funny turkey talk and gobbles pardon country pardon turkey pardon trump pardon gobble gobble gobble gobble pardon stock market,0,15,gobbles
173,Trump will do way better during the next for years he serves,0.0,0.0,0.0,0.0,0.0,0.0,Trump will do way better during the next for years he serves,"[('Trump', 'PROPN'), ('will', 'AUX'), ('do', 'VERB'), ('way', 'ADV'), ('well', 'ADV'), ('during', 'ADP'), ('the', 'DET'), ('next', 'ADJ'), ('for', 'ADP'), ('year', 'NOUN'), ('he', 'PRON'), ('serve', 'VERB')]","{'PROPN': 1, 'AUX': 1, 'VERB': 2, 'ADV': 2, 'ADP': 2, 'DET': 1, 'ADJ': 1, 'NOUN': 1, 'PRON': 1}",trump do way well next year serve,PROPN AUX VERB ADV ADV ADP DET ADJ ADP NOUN PRON VERB,1.0,trump will do way well during next for year serve,0,0,
174,Trump you are a sore loser. You also set a record with a covid cases like it never been like this before.,1.0,0.0,0.0,1.0,0.0,0.0,Trump you are a sore loser. You also set a record with a covid cases like it never been like this before.,"[('Trump', 'PROPN'), ('you', 'PRON'), ('be', 'AUX'), ('a', 'DET'), ('sore', 'ADJ'), ('loser', 'NOUN'), ('.', 'PUNCT'), ('you', 'PRON'), ('also', 'ADV'), ('set', 'VERB'), ('a', 'DET'), ('record', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('covid', 'ADJ'), ('case', 'NOUN'), ('like', 'ADP'), ('it', 'PRON'), ('never', 'ADV'), ('be', 'VERB'), ('like', 'ADP'), ('this', 'DET'), ('before', 'ADV'), ('.', 'PUNCT')]","{'PROPN': 1, 'PRON': 3, 'AUX': 1, 'DET': 4, 'ADJ': 2, 'NOUN': 3, 'PUNCT': 2, 'ADV': 3, 'VERB': 2, 'ADP': 3}",trump sore loser also set record covid case never be before,PROPN PRON AUX DET ADJ NOUN PUNCT PRON ADV VERB DET NOUN ADP DET ADJ NOUN ADP PRON ADV VERB ADP DET ADV PUNCT,0.0,trump be sore loser also set record with covid case like never be like before,0,2,covid
175,THE TURKEY SHOULD PARDON TRUMP 😂,0.0,0.0,0.0,0.0,0.0,0.0,THE TURKEY SHOULD PARDON TRUMP 😂,"[('the', 'DET'), ('TURKEY', 'PROPN'), ('should', 'AUX'), ('PARDON', 'PROPN'), ('TRUMP', 'PROPN'), ('😂', 'EMOJI')]","{'DET': 1, 'PROPN': 3, 'AUX': 1, 'X': 1}",turkey pardon trump 😂,DET PROPN AUX PROPN PROPN EMOJI,1.0,turkey should pardon trump,5,0,
