,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
1012,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1013,imaginebh,0.0,0.0,0.0,0.0,0.0,0.0,imaginebh,"[('imaginebh', 'NOUN')]",{'NOUN': 1},imaginebh,NOUN,1.0,imaginebh,0,0,imaginebh
1014,"zoinks, scoob!",0.0,0.0,0.0,0.0,0.0,0.0,"zoinks, scoob!","[('zoink', 'NOUN'), (',', 'PUNCT'), ('scoob', 'NOUN'), ('!', 'PUNCT')]","{'NOUN': 2, 'PUNCT': 2}",zoink scoob,NOUN PUNCT NOUN PUNCT,1.0,zoink scoob,0,2,zoink scoob
1015,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1016,its nogla,0.0,0.0,0.0,0.0,0.0,0.0,its nogla,"[('its', 'PRON'), ('nogla', 'NOUN')]","{'PRON': 1, 'NOUN': 1}",nogla,PRON NOUN,1.0,nogla,0,0,nogla
1017,Nogla’s next lol,0.0,0.0,0.0,0.0,0.0,0.0,Nogla’s next lol,"[('Nogla', 'PROPN'), ('’s', 'INTJ'), ('next', 'ADJ'), ('lol', 'NOUN')]","{'PROPN': 1, 'INTJ': 1, 'ADJ': 1, 'NOUN': 1}",nogla ’s next lol,PROPN INTJ ADJ NOUN,1.0,nogla ’s next lol,0,0,nogla
1018,It’s nogla and H20 dummy,0.0,0.0,0.0,0.0,0.0,0.0,It’s nogla and H20 dummy,"[('it', 'PRON'), ('be', 'AUX'), ('nogla', 'ADJ'), ('and', 'CCONJ'), ('H20', 'PROPN'), ('dummy', 'NOUN')]","{'PRON': 1, 'PUNCT': 1, 'PROPN': 2, 'CCONJ': 1, 'NOUN': 1}",’s nogla h20 dummy,PRON AUX ADJ CCONJ PROPN NOUN,1.0,’s nogla and h20 dummy,1,0,nogla h20
1019,nogla,0.0,0.0,0.0,0.0,0.0,0.0,nogla,"[('nogla', 'PROPN')]",{'PROPN': 1},nogla,PROPN,1.0,nogla,0,0,nogla
1020,can you talk to Preston for me,0.0,0.0,0.0,0.0,0.0,0.0,can you talk to Preston for me,"[('can', 'AUX'), ('you', 'PRON'), ('talk', 'VERB'), ('to', 'ADP'), ('Preston', 'PROPN'), ('for', 'ADP'), ('I', 'PRON')]","{'AUX': 1, 'PRON': 2, 'VERB': 1, 'ADP': 2, 'PROPN': 1}",talk preston,AUX PRON VERB ADP PROPN ADP PRON,1.0,can talk to preston for,0,0,
1021,nogla,0.0,0.0,0.0,0.0,0.0,0.0,nogla,"[('nogla', 'PROPN')]",{'PROPN': 1},nogla,PROPN,1.0,nogla,0,0,nogla
1022,the beans,0.0,0.0,0.0,0.0,0.0,0.0,the beans,"[('the', 'DET'), ('bean', 'NOUN')]","{'DET': 1, 'NOUN': 1}",bean,DET NOUN,1.0,bean,0,0,
1023,Ban Cory ng,0.0,0.0,0.0,0.0,0.0,0.0,Ban Cory ng,"[('Ban', 'PROPN'), ('Cory', 'PROPN'), ('ng', 'ADV')]","{'PROPN': 2, 'ADV': 1}",ban cory ng,PROPN PROPN ADV,1.0,ban cory ng,0,0,cory ng
1024,nogla,0.0,0.0,0.0,0.0,0.0,0.0,nogla,"[('nogla', 'PROPN')]",{'PROPN': 1},nogla,PROPN,1.0,nogla,0,0,nogla
1025,#bancory,0.0,0.0,0.0,0.0,0.0,0.0,#bancory,"[('#', 'SYM'), ('bancory', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",bancory,SYM NOUN,1.0,bancory,0,1,bancory
1026,PLZ,0.0,0.0,0.0,0.0,0.0,0.0,PLZ,"[('plz', 'NOUN')]",{'NOUN': 1},plz,NOUN,1.0,plz,1,0,plz
1027,bring back babylirious,0.0,0.0,0.0,0.0,0.0,0.0,bring back babylirious,"[('bring', 'VERB'), ('back', 'ADV'), ('babylirious', 'ADJ')]","{'VERB': 1, 'ADV': 1, 'ADJ': 1}",bring back babylirious,VERB ADV ADJ,1.0,bring back babylirious,0,0,babylirious
1028,@Weeb Lord they do it just for attention,0.0,0.0,0.0,0.0,0.0,0.0,@Weeb Lord they do it just for attention,"[('@weeb', 'X'), ('Lord', 'PROPN'), ('they', 'PRON'), ('do', 'VERB'), ('it', 'PRON'), ('just', 'ADV'), ('for', 'ADP'), ('attention', 'NOUN')]","{'X': 1, 'PROPN': 1, 'PRON': 2, 'VERB': 1, 'ADV': 1, 'ADP': 1, 'NOUN': 1}",@weeb lord do just attention,X PROPN PRON VERB PRON ADV ADP NOUN,1.0,@weeb lord do just for attention,0,1,@weeb
1029,jinkies,0.0,0.0,0.0,0.0,0.0,0.0,jinkies,"[('jinkie', 'NOUN')]",{'NOUN': 1},jinkie,NOUN,1.0,jinkie,0,0,jinkie
1030,so people can't spoil it and ruin it for that exact reason,0.0,0.0,0.0,0.0,0.0,0.0,so people cannot spoil it and ruin it for that exact reason,"[('so', 'ADV'), ('people', 'NOUN'), ('can', 'AUX'), ('not', 'PART'), ('spoil', 'VERB'), ('it', 'PRON'), ('and', 'CCONJ'), ('ruin', 'VERB'), ('it', 'PRON'), ('for', 'ADP'), ('that', 'DET'), ('exact', 'ADJ'), ('reason', 'NOUN')]","{'ADV': 1, 'NOUN': 2, 'AUX': 1, 'PART': 1, 'VERB': 2, 'PRON': 2, 'CCONJ': 1, 'ADP': 1, 'DET': 1, 'ADJ': 1}",so people not spoil ruin exact reason,ADV NOUN AUX PART VERB PRON CCONJ VERB PRON ADP DET ADJ NOUN,1.0,so people can not spoil and ruin for exact reason,0,0,
1031,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,:elbowcough:,"[(':', 'PUNCT'), ('elbowcough', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1}",elbowcough,PUNCT NOUN PUNCT,1.0,elbowcough,0,2,elbowcough
1032,why dont rhey just watch eachothers streams so they know,0.0,0.0,0.0,0.0,0.0,0.0,why dont rhey just watch eachothers streams so they know,"[('why', 'ADV'), ('do', 'AUX'), ('not', 'PART'), ('rhey', 'VERB'), ('just', 'ADV'), ('watch', 'VERB'), ('eachother', 'NOUN'), ('stream', 'NOUN'), ('so', 'SCONJ'), ('they', 'PRON'), ('know', 'VERB')]","{'ADV': 2, 'AUX': 2, 'PROPN': 1, 'VERB': 2, 'NOUN': 2, 'SCONJ': 1, 'PRON': 1}",why rhey just watch eachother stream know,ADV AUX PART VERB ADV VERB NOUN NOUN SCONJ PRON VERB,1.0,why do nt rhey just watch eachother stream know,0,0,rhey eachother
1033,hi Terrotiser,0.0,0.0,0.0,0.0,0.0,0.0,hi Terrotiser,"[('hi', 'INTJ'), ('terrotiser', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hi terrotiser,INTJ NOUN,1.0,hi terrotiser,0,0,terrotiser
1034,ree,0.0,0.0,0.0,0.0,0.0,0.0,ree,"[('ree', 'NOUN')]",{'NOUN': 1},ree,NOUN,1.0,ree,0,0,
1035,#bancory,0.0,0.0,0.0,0.0,0.0,0.0,#bancory,"[('#', 'SYM'), ('bancory', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",bancory,SYM NOUN,1.0,bancory,0,1,bancory
1036,plz,0.0,0.0,0.0,0.0,0.0,0.0,plz,"[('plz', 'INTJ')]",{'INTJ': 1},plz,INTJ,1.0,plz,0,0,plz
1037,USE CODE MOO,0.0,0.0,0.0,0.0,0.0,0.0,USE CODE MOO,"[('use', 'NOUN'), ('code', 'NOUN'), ('moo', 'NOUN')]",{'NOUN': 3},use code moo,NOUN NOUN NOUN,1.0,use code moo,3,0,
1038,#bancory,0.0,0.0,0.0,0.0,0.0,0.0,#bancory,"[('#', 'SYM'), ('bancory', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",bancory,SYM NOUN,1.0,bancory,0,1,bancory
1039,I feel nogla,0.0,0.0,0.0,0.0,0.0,0.0,I feel nogla,"[('I', 'PRON'), ('feel', 'VERB'), ('nogla', 'ADJ')]","{'PRON': 1, 'VERB': 1, 'ADJ': 1}",feel nogla,PRON VERB ADJ,1.0,feel nogla,1,0,nogla
1040,Nogla 3rd imposter or just imposter,0.0,0.0,0.0,0.0,0.0,0.0,Nogla 3rd imposter or just imposter,"[('Nogla', 'PROPN'), ('3rd', 'ADJ'), ('imposter', 'NOUN'), ('or', 'CCONJ'), ('just', 'ADV'), ('imposter', 'ADJ')]","{'PROPN': 1, 'ADJ': 2, 'NOUN': 1, 'CCONJ': 1, 'ADV': 1}",nogla 3rd imposter just imposter,PROPN ADJ NOUN CCONJ ADV ADJ,1.0,nogla 3rd imposter or just imposter,0,0,nogla imposter imposter
1041,Ban Cory,0.0,0.0,0.0,0.0,0.0,0.0,Ban Cory,"[('Ban', 'PROPN'), ('Cory', 'PROPN')]",{'PROPN': 2},ban cory,PROPN PROPN,1.0,ban cory,0,0,cory
1042,Who tf keeps spamming,0.0,0.0,0.0,0.0,0.0,0.0,Who tf keeps spamming,"[('who', 'PRON'), ('tf', 'PROPN'), ('keeps', 'AUX'), ('spamme', 'VERB')]","{'PRON': 1, 'PROPN': 1, 'AUX': 1, 'VERB': 1}",tf spamme,PRON PROPN AUX VERB,1.0,tf keeps spamme,0,0,tf spamme
1043,#bancory ng,0.0,0.0,0.0,0.0,0.0,0.0,#bancory ng,"[('#', 'SYM'), ('bancory', 'NOUN'), ('ng', 'ADV')]","{'SYM': 1, 'NOUN': 1, 'ADV': 1}",bancory ng,SYM NOUN ADV,1.0,bancory ng,0,1,bancory ng
1044,#bancory,0.0,0.0,0.0,0.0,0.0,0.0,#bancory,"[('#', 'SYM'), ('bancory', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",bancory,SYM NOUN,1.0,bancory,0,1,bancory
1045,I WONDER WHO IT IS,0.0,0.0,0.0,0.0,0.0,0.0,I WONDER WHO IT IS,"[('I', 'PRON'), ('wonder', 'VERB'), ('who', 'PRON'), ('it', 'PRON'), ('be', 'AUX')]","{'PRON': 3, 'VERB': 1, 'AUX': 1}",wonder,PRON VERB PRON PRON AUX,1.0,wonder be,5,0,
1046,NOGLA IS THE IMPOSTER,0.0,0.0,0.0,0.0,0.0,0.0,NOGLA IS THE IMPOSTER,"[('NOGLA', 'PROPN'), ('be', 'AUX'), ('the', 'DET'), ('IMPOSTER', 'PROPN')]","{'PROPN': 2, 'AUX': 1, 'DET': 1}",nogla imposter,PROPN AUX DET PROPN,1.0,nogla be imposter,4,0,nogla imposter
1047,CODE MOO,0.0,0.0,0.0,0.0,0.0,0.0,CODE MOO,"[('code', 'NOUN'), ('moo', 'NOUN')]",{'NOUN': 2},code moo,NOUN NOUN,1.0,code moo,2,0,
1048,my strea is stuck..................nice,0.0,0.0,0.0,0.0,0.0,0.0,my strea is stuck..................nice,"[('my', 'PRON'), ('strea', 'NOUN'), ('be', 'AUX'), ('stick', 'VERB'), ('..................', 'PUNCT'), ('nice', 'ADJ')]","{'PRON': 1, 'NOUN': 1, 'AUX': 1, 'VERB': 1, 'PUNCT': 1, 'ADJ': 1}",strea stick .................. nice,PRON NOUN AUX VERB PUNCT ADJ,1.0,strea be stick .................. nice,0,18,strea ..................
1049,atleast the title was right,0.0,0.0,0.0,0.0,0.0,0.0,atleast the title was right,"[('atleast', 'ADV'), ('the', 'DET'), ('title', 'NOUN'), ('be', 'AUX'), ('right', 'ADJ')]","{'ADV': 1, 'DET': 1, 'NOUN': 1, 'AUX': 1, 'ADJ': 1}",atleast title right,ADV DET NOUN AUX ADJ,1.0,atleast title be right,0,0,atleast
1050,oh no,0.0,0.0,0.0,0.0,0.0,0.0,oh no,"[('oh', 'INTJ'), ('no', 'INTJ')]",{'INTJ': 2},oh no,INTJ INTJ,1.0,oh no,0,0,
1051,privet terr,0.0,0.0,0.0,0.0,0.0,0.0,privet terr,"[('privet', 'NOUN'), ('terr', 'NOUN')]",{'NOUN': 2},privet terr,NOUN NOUN,1.0,privet terr,0,0,privet terr
1052,Ban Cory,0.0,0.0,0.0,0.0,0.0,0.0,Ban Cory,"[('Ban', 'PROPN'), ('Cory', 'PROPN')]",{'PROPN': 2},ban cory,PROPN PROPN,1.0,ban cory,0,0,cory
1053,O.o,0.0,0.0,0.0,0.0,0.0,0.0,O.o,"[('of.of', 'NOUN')]",{'NOUN': 1},o.o,NOUN,1.0,of.of,1,1,of.of
1054,Cory you're on thin ice,0.0,0.0,0.0,0.0,0.0,0.0,Cory you are on thin ice,"[('cory', 'NOUN'), ('you', 'PRON'), ('be', 'AUX'), ('on', 'ADP'), ('thin', 'ADJ'), ('ice', 'NOUN')]","{'NOUN': 2, 'PRON': 1, 'AUX': 1, 'ADP': 1, 'ADJ': 1}",cory thin ice,NOUN PRON AUX ADP ADJ NOUN,1.0,cory be on thin ice,0,0,cory
1055,figures. there the only 2 that can kill that quick,0.0,0.0,0.0,0.0,0.0,0.0,figures. there the only 2 that can kill that quick,"[('figure', 'NOUN'), ('.', 'PUNCT'), ('there', 'ADV'), ('the', 'DET'), ('only', 'ADJ'), ('2', 'NUM'), ('that', 'DET'), ('can', 'AUX'), ('kill', 'VERB'), ('that', 'DET'), ('quick', 'ADJ')]","{'NOUN': 1, 'PUNCT': 1, 'ADV': 1, 'DET': 3, 'ADJ': 2, 'NUM': 1, 'AUX': 1, 'VERB': 1}",figure there only 2 kill quick,NOUN PUNCT ADV DET ADJ NUM DET AUX VERB DET ADJ,1.0,figure there only 2 can kill quick,0,1,
1056,I knew it,0.0,0.0,0.0,0.0,0.0,0.0,I knew it,"[('I', 'PRON'), ('know', 'VERB'), ('it', 'PRON')]","{'PRON': 2, 'VERB': 1}",know,PRON VERB PRON,1.0,know,1,0,
1057,Rip,0.0,0.0,0.0,0.0,0.0,0.0,Rip,"[('rip', 'VERB')]",{'VERB': 1},rip,VERB,1.0,rip,0,0,
1058,nogla is glitching XD,0.0,0.0,0.0,0.0,0.0,0.0,nogla is glitching XD,"[('nogla', 'PROPN'), ('be', 'AUX'), ('glitche', 'VERB'), ('XD', 'PROPN')]","{'PROPN': 2, 'AUX': 1, 'VERB': 1}",nogla glitche xd,PROPN AUX VERB PROPN,1.0,nogla be glitche xd,1,0,nogla glitche
1059,Love u Brian,0.0,0.0,0.0,0.0,0.0,0.0,Love u Brian,"[('love', 'VERB'), ('you', 'PRON'), ('Brian', 'PROPN')]","{'NOUN': 1, 'PROPN': 2}",love u brian,VERB PRON PROPN,1.0,love u brian,0,0,
1060,F,0.0,0.0,0.0,0.0,0.0,0.0,F,"[('F', 'PROPN')]",{'PROPN': 1},f,PROPN,1.0,f,1,0,
1061,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1062,@Bonesauce Doing that will ruin the purpose of the game,0.0,0.0,0.0,0.0,0.0,0.0,@Bonesauce Doing that will ruin the purpose of the game,"[('@bonesauce', 'VERB'), ('Doing', 'PROPN'), ('that', 'DET'), ('will', 'AUX'), ('ruin', 'VERB'), ('the', 'DET'), ('purpose', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('game', 'NOUN')]","{'VERB': 2, 'PROPN': 1, 'DET': 3, 'AUX': 1, 'NOUN': 2, 'ADP': 1}",@bonesauce doing ruin purpose game,VERB PROPN DET AUX VERB DET NOUN ADP DET NOUN,1.0,@bonesauce doing will ruin purpose of game,0,1,@bonesauce
1063,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1064,lol rip @Jade's Harmonies,0.0,0.0,0.0,0.0,0.0,0.0,lol rip @Jades Harmonies,"[('lol', 'NOUN'), ('rip', 'NOUN'), ('@jades', 'ADP'), ('harmony', 'NOUN')]","{'NOUN': 3, 'ADP': 1}",lol rip harmony,NOUN NOUN ADP NOUN,1.0,lol rip @jades harmony,0,1,@jades
1065,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1066,@Cory Ng he keepsstreamsniping,0.0,0.0,0.0,0.0,0.0,0.0,@Cory Ng he keepsstreamsniping,"[('@Cory', 'PUNCT'), ('ng', 'INTJ'), ('he', 'PRON'), ('keepsstreamsnipe', 'VERB')]","{'PUNCT': 1, 'INTJ': 1, 'PRON': 1, 'VERB': 1}",@cory ng keepsstreamsnipe,PUNCT INTJ PRON VERB,1.0,@cory ng keepsstreamsnipe,0,1,@cory ng keepsstreamsnipe
1067,Scooby dooby doooo I new it,0.0,0.0,0.0,0.0,0.0,0.0,Scooby dooby doooo I new it,"[('Scooby', 'PROPN'), ('dooby', 'NOUN'), ('doooo', 'VERB'), ('I', 'PRON'), ('new', 'ADJ'), ('it', 'PRON')]","{'PROPN': 1, 'NOUN': 1, 'VERB': 1, 'PRON': 2, 'ADJ': 1}",scooby dooby doooo new,PROPN NOUN VERB PRON ADJ PRON,1.0,scooby dooby doooo new,1,0,scooby dooby doooo
1068,TOLD YOU,0.0,0.0,0.0,0.0,0.0,0.0,TOLD YOU,"[('tell', 'VERB'), ('you', 'PRON')]","{'VERB': 1, 'PRON': 1}",tell,VERB PRON,1.0,tell,2,0,
1069,L,0.0,0.0,0.0,0.0,0.0,0.0,L,"[('l', 'NOUN')]",{'NOUN': 1},l,NOUN,1.0,l,1,0,
1070,F,0.0,0.0,0.0,0.0,0.0,0.0,F,"[('F', 'PROPN')]",{'PROPN': 1},f,PROPN,1.0,f,1,0,
1071,seriously how did brodie get there tho wtf,0.0,0.0,0.0,0.0,0.0,0.0,seriously how did brodie get there tho wtf,"[('seriously', 'ADV'), ('how', 'ADV'), ('do', 'AUX'), ('brodie', 'VERB'), ('get', 'VERB'), ('there', 'ADV'), ('tho', 'NOUN'), ('wtf', 'NOUN')]","{'ADV': 3, 'AUX': 1, 'VERB': 2, 'NOUN': 2}",seriously how brodie get there tho wtf,ADV ADV AUX VERB VERB ADV NOUN NOUN,1.0,seriously how do brodie get there tho wtf,0,0,brodie wtf
1072,l,0.0,0.0,0.0,0.0,0.0,0.0,l,"[('l', 'NOUN')]",{'NOUN': 1},l,NOUN,1.0,l,0,0,
1073,@jades harmonies hey,0.0,0.0,0.0,0.0,0.0,0.0,@jades harmonies hey,"[('@jade', 'VERB'), ('harmony', 'NOUN'), ('hey', 'INTJ')]","{'VERB': 1, 'NOUN': 1, 'INTJ': 1}",@jade harmony hey,VERB NOUN INTJ,1.0,@jade harmony hey,0,1,@jade
1074,l,0.0,0.0,0.0,0.0,0.0,0.0,l,"[('l', 'NOUN')]",{'NOUN': 1},l,NOUN,1.0,l,0,0,
1075,f,0.0,0.0,0.0,0.0,0.0,0.0,f,"[('f', 'X')]",{'X': 1},f,X,1.0,f,0,0,
1076,l,0.0,0.0,0.0,0.0,0.0,0.0,l,"[('l', 'NOUN')]",{'NOUN': 1},l,NOUN,1.0,l,0,0,
1077,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1078,L,0.0,0.0,0.0,0.0,0.0,0.0,L,"[('l', 'NOUN')]",{'NOUN': 1},l,NOUN,1.0,l,1,0,
1079,smooth brain play their,0.0,0.0,0.0,0.0,0.0,0.0,smooth brain play their,"[('smooth', 'ADJ'), ('brain', 'NOUN'), ('play', 'VERB'), ('their', 'PRON')]","{'ADJ': 1, 'NOUN': 1, 'VERB': 1, 'PRON': 1}",smooth brain play,ADJ NOUN VERB PRON,1.0,smooth brain play,0,0,
1080,3rd imposter,0.0,0.0,0.0,0.0,0.0,0.0,3rd imposter,"[('3rd', 'ADJ'), ('imposter', 'NOUN')]","{'ADJ': 1, 'NOUN': 1}",3rd imposter,ADJ NOUN,1.0,3rd imposter,0,0,imposter
1081,:buffering:,0.0,0.0,0.0,0.0,0.0,0.0,:buffering:,"[(':', 'PUNCT'), ('buffering', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1}",buffering,PUNCT NOUN PUNCT,1.0,buffering,0,2,buffering
1082,If u going to stream snip pls don’t brink it here cos ur ruining it for everyone,0.0,0.0,0.0,0.0,0.0,0.0,If u going to stream snip pls don’t brink it here cos ur ruining it for everyone,"[('if', 'SCONJ'), ('you', 'PRON'), ('go', 'VERB'), ('to', 'PART'), ('stream', 'VERB'), ('snip', 'NOUN'), ('pls', 'INTJ'), ('do', 'AUX'), ('not', 'PART'), ('brink', 'VERB'), ('it', 'PRON'), ('here', 'ADV'), ('cos', 'ADP'), ('ur', 'AUX'), ('ruin', 'VERB'), ('it', 'PRON'), ('for', 'ADP'), ('everyone', 'PRON')]","{'SCONJ': 1, 'PRON': 4, 'VERB': 4, 'PART': 2, 'NOUN': 1, 'INTJ': 2, 'AUX': 1, 'ADV': 1, 'ADP': 2}",go to stream snip pls n’t brink here ur ruin,SCONJ PRON VERB PART VERB NOUN INTJ AUX PART VERB PRON ADV ADP AUX VERB PRON ADP PRON,1.0,go to stream snip pls do n’t brink here cos ur ruin for,0,0,pls ur
1083,Y'all better be glad I'm at a party right now,0.0,0.0,0.0,0.0,0.0,0.0,You all better be glad I am at a party right now,"[('you', 'PRON'), ('all', 'DET'), ('well', 'ADV'), ('be', 'VERB'), ('glad', 'ADJ'), ('I', 'PRON'), ('be', 'AUX'), ('at', 'ADP'), ('a', 'DET'), ('party', 'NOUN'), ('right', 'ADV'), ('now', 'ADV')]","{'PRON': 2, 'DET': 2, 'ADV': 3, 'VERB': 1, 'ADJ': 1, 'AUX': 1, 'ADP': 1, 'NOUN': 1}",well be glad party right now,PRON DET ADV VERB ADJ PRON AUX ADP DET NOUN ADV ADV,1.0,well be glad be at party right now,1,0,
1084,I knew it,0.0,0.0,0.0,0.0,0.0,0.0,I knew it,"[('I', 'PRON'), ('know', 'VERB'), ('it', 'PRON')]","{'PRON': 2, 'VERB': 1}",know,PRON VERB PRON,1.0,know,1,0,
1085,cory is a smooth criminal,0.0,0.0,0.0,0.0,0.0,0.0,cory is a smooth criminal,"[('cory', 'PROPN'), ('be', 'AUX'), ('a', 'DET'), ('smooth', 'ADJ'), ('criminal', 'NOUN')]","{'PROPN': 1, 'AUX': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 1}",cory smooth criminal,PROPN AUX DET ADJ NOUN,1.0,cory be smooth criminal,0,0,cory
1086,#bancory,0.0,0.0,0.0,0.0,0.0,0.0,#bancory,"[('#', 'SYM'), ('bancory', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",bancory,SYM NOUN,1.0,bancory,0,1,bancory
1087,Nogla is always 3rd imposter or imposter,0.0,0.0,0.0,0.0,0.0,0.0,Nogla is always 3rd imposter or imposter,"[('Nogla', 'PROPN'), ('be', 'AUX'), ('always', 'ADV'), ('3rd', 'ADJ'), ('imposter', 'NOUN'), ('or', 'CCONJ'), ('imposter', 'NOUN')]","{'PROPN': 1, 'AUX': 1, 'ADV': 1, 'ADJ': 1, 'NOUN': 2, 'CCONJ': 1}",nogla always 3rd imposter imposter,PROPN AUX ADV ADJ NOUN CCONJ NOUN,1.0,nogla be always 3rd imposter or imposter,0,0,nogla imposter imposter
1088,HEY BRI IS PRESTON WIFE,0.0,0.0,0.0,0.0,0.0,0.0,HEY BRI IS PRESTON WIFE,"[('HEY', 'PROPN'), ('BRI', 'PROPN'), ('be', 'AUX'), ('PRESTON', 'PROPN'), ('wife', 'NOUN')]","{'PROPN': 3, 'AUX': 1, 'NOUN': 1}",hey bri preston wife,PROPN PROPN AUX PROPN NOUN,1.0,hey bri be preston wife,5,0,
1089,#bancory,0.0,0.0,0.0,0.0,0.0,0.0,#bancory,"[('#', 'SYM'), ('bancory', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",bancory,SYM NOUN,1.0,bancory,0,1,bancory
1090,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1091,When they’re not,0.0,0.0,0.0,0.0,0.0,0.0,When they’re not,"[('when', 'ADV'), ('they', 'PRON'), ('be', 'AUX'), ('not', 'PART')]","{'ADV': 1, 'PRON': 1, 'VERB': 1, 'PART': 1}",when ’re not,ADV PRON AUX PART,1.0,when  are not,0,0,
1092,Bruh rip Terroriser,0.0,0.0,0.0,0.0,0.0,0.0,Bruh rip Terroriser,"[('Bruh', 'NOUN'), ('rip', 'VERB'), ('Terroriser', 'PROPN')]","{'NOUN': 1, 'VERB': 1, 'PROPN': 1}",bruh rip terroriser,NOUN VERB PROPN,1.0,bruh rip terroriser,0,0,bruh terroriser
1093,YOU SHOULD PUT ON A HAT!!!,0.0,0.0,0.0,0.0,0.0,0.0,YOU SHOULD PUT ON A HAT!!!,"[('you', 'PRON'), ('should', 'AUX'), ('put', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('hat', 'NOUN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 3}",put hat,PRON AUX VERB ADP DET NOUN PUNCT PUNCT PUNCT,1.0,should put on hat,6,3,
1094,Ban Cory,0.0,0.0,0.0,0.0,0.0,0.0,Ban Cory,"[('Ban', 'PROPN'), ('Cory', 'PROPN')]",{'PROPN': 2},ban cory,PROPN PROPN,1.0,ban cory,0,0,cory
1095,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
1096,Are u guys gonna play Cold War zombies,0.0,0.0,0.0,0.0,0.0,0.0,Are u guys gonna play Cold War zombies,"[('be', 'AUX'), ('you', 'PRON'), ('guy', 'NOUN'), ('go', 'VERB'), ('to', 'PART'), ('play', 'VERB'), ('Cold', 'PROPN'), ('War', 'PROPN'), ('zombie', 'NOUN')]","{'AUX': 1, 'PROPN': 3, 'NOUN': 2, 'VERB': 2, 'PART': 1}",u guy gon na play cold war zombie,AUX PRON NOUN VERB PART VERB PROPN PROPN NOUN,1.0,be u guy gon na play cold war zombie,0,0,
1097,@Jade's Harmonies chat isn't in slow mode so its a free for all rip,0.0,0.0,0.0,0.0,0.0,0.0,@Jades Harmonies chat is not in slow mode so its a free for all rip,"[('@jades', 'ADP'), ('harmony', 'NOUN'), ('chat', 'VERB'), ('be', 'AUX'), ('not', 'PART'), ('in', 'ADP'), ('slow', 'ADJ'), ('mode', 'NOUN'), ('so', 'SCONJ'), ('its', 'PRON'), ('a', 'DET'), ('free', 'ADJ'), ('for', 'ADP'), ('all', 'DET'), ('rip', 'VERB')]","{'ADP': 3, 'NOUN': 2, 'VERB': 2, 'AUX': 1, 'PART': 1, 'ADJ': 2, 'SCONJ': 1, 'PRON': 1, 'DET': 2}",harmony chat not slow mode free rip,ADP NOUN VERB AUX PART ADP ADJ NOUN SCONJ PRON DET ADJ ADP DET VERB,1.0,@jades harmony chat be not in slow mode free for rip,0,1,@jades
1098,lag,0.0,0.0,0.0,0.0,0.0,0.0,lag,"[('lag', 'VERB')]",{'VERB': 1},lag,VERB,1.0,lag,0,0,
