,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
140,Biden won't be alive in 8 lol,1.0,0.0,0.0,0.0,0.0,0.0,Biden will not be alive in 8 lol,"[('Biden', 'PROPN'), ('will', 'AUX'), ('not', 'PART'), ('be', 'VERB'), ('alive', 'ADJ'), ('in', 'ADP'), ('8', 'NUM'), ('lol', 'NOUN')]","{'PROPN': 1, 'AUX': 1, 'PART': 1, 'VERB': 1, 'ADJ': 1, 'ADP': 1, 'NUM': 1, 'NOUN': 1}",biden not be alive 8 lol,PROPN ADJ NUM NOUN,0.0,Biden alive 8 lol,0,0,
141,"Biden is the Tinpot Manchurian candidate. he represents nothing, he is a Chinese asset.",1.0,1.0,0.0,0.0,0.0,0.0,"Biden is the Tinpot Manchurian candidate. he represents nothing, he is a Chinese asset.","[('Biden', 'PROPN'), ('be', 'AUX'), ('the', 'DET'), ('Tinpot', 'PROPN'), ('manchurian', 'ADJ'), ('candidate', 'NOUN'), ('.', 'PUNCT'), ('he', 'PRON'), ('represent', 'VERB'), ('nothing', 'PRON'), (',', 'PUNCT'), ('he', 'PRON'), ('be', 'AUX'), ('a', 'DET'), ('chinese', 'ADJ'), ('asset', 'NOUN'), ('.', 'PUNCT')]","{'PROPN': 2, 'AUX': 2, 'DET': 2, 'ADJ': 2, 'NOUN': 2, 'PUNCT': 3, 'PRON': 3, 'VERB': 1}",biden tinpot manchurian candidate represent chinese asset,PROPN PROPN ADJ NOUN VERB PRON ADJ NOUN,0.0,Biden Tinpot manchurian candidate represent nothing chinese asset,0,3,tinpot
142,"💙AS LONG AS TRUMP LOST, IM HAPPY! TUCSON ARIZONA FOR PRESIDENT BIDEN 2020💙",0.0,0.0,0.0,0.0,0.0,0.0,"💙AS LONG AS TRUMP LOST, I am HAPPY! TUCSON ARIZONA FOR PRESIDENT BIDEN 2020💙","[('💙', 'EMOJI'), ('AS', 'PROPN'), ('LONG', 'PROPN'), ('as', 'ADP'), ('TRUMP', 'PROPN'), ('LOST', 'PROPN'), (',', 'PUNCT'), ('I', 'PRON'), ('be', 'AUX'), ('HAPPY', 'PROPN'), ('!', 'PUNCT'), ('TUCSON', 'VERB'), ('arizona', 'NOUN'), ('for', 'ADP'), ('PRESIDENT', 'PROPN'), ('BIDEN', 'NOUN'), ('2020', 'NUM'), ('💙', 'EMOJI')]","{'EMOJI': 2, 'PROPN': 6, 'ADP': 2, 'PUNCT': 2, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'NOUN': 2, 'NUM': 1}",💙 as long trump lost im happy tucson arizona president biden 2020 💙,EMOJI PROPN PROPN PROPN PROPN PRON PROPN VERB NOUN PROPN NOUN NUM EMOJI,1.0,LONG TRUMP LOST HAPPY TUCSON arizona PRESIDENT BIDEN 2020,12,2,
143,Biden for lifetime behind bars because there’s no way in hell he got 80 million legit votes,0.0,0.0,0.0,0.0,0.0,0.0,Biden for lifetime behind bars because there is no way in hell he got 80 million legit votes,"[('Biden', 'PROPN'), ('for', 'ADP'), ('lifetime', 'NOUN'), ('behind', 'ADP'), ('bar', 'NOUN'), ('because', 'SCONJ'), ('there', 'PRON'), ('be', 'VERB'), ('no', 'DET'), ('way', 'NOUN'), ('in', 'ADP'), ('hell', 'NOUN'), ('he', 'PRON'), ('get', 'VERB'), ('80', 'NUM'), ('million', 'NUM'), ('legit', 'NOUN'), ('vote', 'NOUN')]","{'PROPN': 1, 'ADP': 3, 'NOUN': 6, 'SCONJ': 1, 'PRON': 2, 'VERB': 2, 'DET': 1, 'NUM': 2}",biden lifetime bar ’ way hell get 80 million legit vote,PROPN NOUN ADP NOUN NOUN NOUN VERB NUM NUM NOUN NOUN,1.0,Biden lifetime behind bar way hell get 80 million legit vote,0,0,legit
144,to the,0.0,0.0,0.0,0.0,0.0,0.0,to the,"[('to', 'ADP'), ('the', 'DET')]","{'ADP': 1, 'DET': 1}",,,1.0,,0,0,
145,corruption,0.0,0.0,0.0,0.0,0.0,0.0,corruption,"[('corruption', 'NOUN')]",{'NOUN': 1},corruption,NOUN,1.0,corruption,0,0,
146,Yesssir,0.0,0.0,0.0,0.0,0.0,0.0,Yesssir,"[('Yesssir', 'PROPN')]",{'PROPN': 1},yesssir,PROPN,1.0,Yesssir,0,0,yesssir
147,Jesus Christ is the only saviour and chose Trump to lead this nation and that exactly what is going to happen.,0.0,0.0,0.0,0.0,0.0,0.0,Jesus Christ is the only saviour and chose Trump to lead this nation and that exactly what is going to happen.,"[('Jesus', 'PROPN'), ('Christ', 'PROPN'), ('be', 'AUX'), ('the', 'DET'), ('only', 'ADJ'), ('saviour', 'NOUN'), ('and', 'CCONJ'), ('choose', 'VERB'), ('Trump', 'PROPN'), ('to', 'PART'), ('lead', 'VERB'), ('this', 'DET'), ('nation', 'NOUN'), ('and', 'CCONJ'), ('that', 'SCONJ'), ('exactly', 'ADV'), ('what', 'PRON'), ('be', 'AUX'), ('go', 'VERB'), ('to', 'PART'), ('happen', 'VERB'), ('.', 'PUNCT')]","{'PROPN': 3, 'AUX': 2, 'DET': 2, 'ADJ': 1, 'NOUN': 2, 'CCONJ': 2, 'VERB': 4, 'PART': 2, 'SCONJ': 1, 'ADV': 1, 'PRON': 1, 'PUNCT': 1}",jesus christ only saviour choose trump to lead nation exactly go to happen,PROPN PROPN NOUN VERB PROPN VERB NOUN ADV VERB VERB,1.0,Jesus Christ saviour choose Trump lead nation exactly go happen,0,1,saviour
148,fools,1.0,0.0,0.0,0.0,0.0,0.0,fools,"[('fool', 'NOUN')]",{'NOUN': 1},fool,NOUN,0.0,fool,0,0,
149,Biden dog will take care of him within a year,1.0,0.0,0.0,1.0,0.0,0.0,Biden dog will take care of him within a year,"[('Biden', 'PROPN'), ('dog', 'NOUN'), ('will', 'AUX'), ('take', 'VERB'), ('care', 'NOUN'), ('of', 'ADP'), ('he', 'PRON'), ('within', 'ADP'), ('a', 'DET'), ('year', 'NOUN')]","{'PROPN': 1, 'NOUN': 3, 'AUX': 1, 'VERB': 1, 'ADP': 2, 'PRON': 1, 'DET': 1}",biden dog take care year,PROPN NOUN VERB NOUN ADP NOUN,0.0,Biden dog take care within year,0,0,
150,@JerryJames never trust a person with two first names.,0.0,0.0,0.0,0.0,0.0,0.0,@JerryJames never trust a person with two first names.,"[('@jerryjame', 'NOUN'), ('never', 'ADV'), ('trust', 'VERB'), ('a', 'DET'), ('person', 'NOUN'), ('with', 'ADP'), ('two', 'NUM'), ('first', 'ADJ'), ('name', 'NOUN'), ('.', 'PUNCT')]","{'NOUN': 3, 'ADV': 1, 'VERB': 1, 'DET': 1, 'ADP': 1, 'NUM': 1, 'ADJ': 1, 'PUNCT': 1}",@jerryjame never trust person two first name,NOUN ADV VERB NOUN NUM ADJ NOUN,1.0,@jerryjame never trust person two first name,0,2,@jerryjame
151,DEMOCRACY WINS,0.0,0.0,0.0,0.0,0.0,0.0,DEMOCRACY WINS,"[('DEMOCRACY', 'PROPN'), ('WINS', 'PROPN')]",{'PROPN': 2},democracy wins,PROPN PROPN,1.0,DEMOCRACY WINS,2,0,
152,they marking are comments? that's how you know they lying,1.0,0.0,0.0,0.0,0.0,0.0,they marking are comments? that is how you know they lying,"[('they', 'PRON'), ('mark', 'VERB'), ('be', 'AUX'), ('comment', 'NOUN'), ('?', 'PUNCT'), ('that', 'DET'), ('be', 'AUX'), ('how', 'ADV'), ('you', 'PRON'), ('know', 'VERB'), ('they', 'PRON'), ('lie', 'VERB')]","{'PRON': 3, 'VERB': 3, 'AUX': 2, 'NOUN': 1, 'PUNCT': 1, 'DET': 1, 'ADV': 1}",mark comment how know lie,VERB NOUN VERB VERB,0.0,mark comment know lie,0,1,mark
153,John McCain is smiling,0.0,0.0,0.0,0.0,0.0,0.0,John McCain is smiling,"[('John', 'PROPN'), ('McCain', 'PROPN'), ('be', 'AUX'), ('smile', 'VERB')]","{'PROPN': 2, 'AUX': 1, 'VERB': 1}",john mccain smile,PROPN PROPN VERB,1.0,John McCain smile,0,0,
154,Treason =Tribunals!,0.0,0.0,0.0,0.0,0.0,0.0,Treason =Tribunals!,"[('treason', 'NOUN'), ('=', 'PUNCT'), ('tribunal', 'NOUN'), ('!', 'PUNCT')]","{'NOUN': 2, 'PUNCT': 2}",treason tribunal,NOUN NOUN,1.0,treason tribunal,0,2,
155,I SMELL THE SMOKE ALREADY,0.0,0.0,0.0,0.0,0.0,0.0,I SMELL THE SMOKE ALREADY,"[('I', 'PRON'), ('smell', 'VERB'), ('the', 'DET'), ('smoke', 'NOUN'), ('already', 'ADV')]","{'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'ADV': 1}",smell smoke already,PRON VERB NOUN ADV,1.0,smell smoke already,5,0,
156,You can't do that,0.0,0.0,0.0,0.0,0.0,0.0,You can not do that,"[('you', 'PRON'), ('can', 'AUX'), ('not', 'PART'), ('do', 'VERB'), ('that', 'DET')]","{'PRON': 1, 'AUX': 1, 'PART': 1, 'VERB': 1, 'DET': 1}",not do,,1.0,,0,0,
157,vote against this fraudulent election. it has been made clear that the vote was not safe.,0.0,0.0,0.0,0.0,0.0,0.0,vote against this fraudulent election. it has been made clear that the vote was not safe.,"[('vote', 'NOUN'), ('against', 'ADP'), ('this', 'DET'), ('fraudulent', 'ADJ'), ('election', 'NOUN'), ('.', 'PUNCT'), ('it', 'PRON'), ('have', 'AUX'), ('be', 'AUX'), ('make', 'VERB'), ('clear', 'ADJ'), ('that', 'SCONJ'), ('the', 'DET'), ('vote', 'NOUN'), ('be', 'VERB'), ('not', 'PART'), ('safe', 'ADJ'), ('.', 'PUNCT')]","{'NOUN': 3, 'ADP': 1, 'DET': 2, 'ADJ': 3, 'PUNCT': 2, 'PRON': 1, 'AUX': 2, 'VERB': 2, 'SCONJ': 1, 'PART': 1}",vote fraudulent election make clear vote be not safe,NOUN ADJ NOUN VERB ADJ NOUN ADJ,1.0,vote fraudulent election make clear vote safe,0,2,
158,"so, move that we lost Giuliani for you",0.0,0.0,0.0,0.0,0.0,0.0,"so, move that we lost Giuliani for you","[('so', 'ADV'), (',', 'PUNCT'), ('move', 'VERB'), ('that', 'DET'), ('we', 'PRON'), ('lose', 'VERB'), ('Giuliani', 'PROPN'), ('for', 'ADP'), ('you', 'PRON')]","{'ADV': 1, 'PUNCT': 1, 'VERB': 2, 'DET': 1, 'PRON': 2, 'PROPN': 1, 'ADP': 1}",so move lose giuliani,VERB VERB PROPN,1.0,move lose Giuliani,0,1,
159,These guys are insane,0.0,0.0,0.0,0.0,0.0,0.0,These guys are insane,"[('these', 'DET'), ('guy', 'NOUN'), ('be', 'AUX'), ('insane', 'ADJ')]","{'DET': 1, 'NOUN': 1, 'AUX': 1, 'ADJ': 1}",guy insane,NOUN ADJ,1.0,guy insane,0,0,
160,GO BIDEN 💙💙💙,0.0,0.0,0.0,0.0,0.0,0.0,GO BIDEN 💙💙💙,"[('GO', 'PROPN'), ('BIDEN', 'NOUN'), ('💙', 'EMOJI'), ('💙', 'EMOJI'), ('💙', 'EMOJI')]","{'PROPN': 1, 'NOUN': 1, 'EMOJI': 3}",go biden 💙 💙 💙,PROPN NOUN EMOJI EMOJI EMOJI,1.0,GO BIDEN,2,0,
161,✨ YALL HATE TO SEE IT ✨,0.0,0.0,0.0,0.0,0.0,0.0,✨ you all HATE TO SEE IT ✨,"[('✨', 'EMOJI'), ('you', 'PRON'), ('all', 'DET'), ('hate', 'VERB'), ('to', 'PART'), ('see', 'VERB'), ('it', 'PRON'), ('✨', 'EMOJI')]","{'EMOJI': 2, 'PRON': 2, 'DET': 1, 'VERB': 2, 'PART': 1}",✨ yall hate to see ✨,EMOJI VERB VERB EMOJI,1.0,hate see,5,0,
162,"meanwhile, Giuliani presents his case.",0.0,0.0,0.0,0.0,0.0,0.0,"meanwhile, Giuliani presents his case.","[('meanwhile', 'ADV'), (',', 'PUNCT'), ('Giuliani', 'PROPN'), ('present', 'VERB'), ('his', 'PRON'), ('case', 'NOUN'), ('.', 'PUNCT')]","{'ADV': 1, 'PUNCT': 2, 'PROPN': 1, 'VERB': 1, 'PRON': 1, 'NOUN': 1}",meanwhile giuliani present case,ADV PROPN VERB NOUN,1.0,meanwhile Giuliani present case,0,2,
163,Trump 2020!!! 4 more years!,0.0,0.0,0.0,0.0,0.0,0.0,Trump 2020!!! 4 more years!,"[('trump', 'VERB'), ('2020', 'NUM'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('4', 'NUM'), ('more', 'ADJ'), ('year', 'NOUN'), ('!', 'PUNCT')]","{'VERB': 1, 'NUM': 2, 'PUNCT': 4, 'ADJ': 1, 'NOUN': 1}",trump 2020 4 more year,VERB NUM NUM NOUN,1.0,trump 2020 4 year,0,4,
164,Trump,0.0,0.0,0.0,0.0,0.0,0.0,Trump,"[('trump', 'VERB')]",{'VERB': 1},trump,VERB,1.0,trump,0,0,
165,Knowing it happened is different from being able to prove it.,0.0,0.0,0.0,0.0,0.0,0.0,Knowing it happened is different from being able to prove it.,"[('know', 'VERB'), ('it', 'PRON'), ('happen', 'VERB'), ('be', 'AUX'), ('different', 'ADJ'), ('from', 'ADP'), ('be', 'VERB'), ('able', 'ADJ'), ('to', 'PART'), ('prove', 'VERB'), ('it', 'PRON'), ('.', 'PUNCT')]","{'VERB': 4, 'PRON': 2, 'AUX': 1, 'ADJ': 2, 'ADP': 1, 'PART': 1, 'PUNCT': 1}",know happen different be able to prove,VERB VERB ADJ ADJ VERB,1.0,know happen different able prove,0,1,
166,✝️GOD BLESS PRESIDENT BIDEN✝️ TRUMP VOTERS REPENT SAVE YOUR SOULS,0.0,0.0,0.0,0.0,0.0,0.0,✝️GOD BLESS PRESIDENT BIDEN✝️ TRUMP VOTERS REPENT SAVE YOUR SOULS,"[('✝', 'EMOJI'), ('️god', 'NOUN'), ('BLESS', 'PROPN'), ('PRESIDENT', 'PROPN'), ('BIDEN', 'VERB'), ('✝️', 'EMOJI'), ('TRUMP', 'PROPN'), ('voter', 'NOUN'), ('repent', 'AUX'), ('save', 'VERB'), ('your', 'PRON'), ('souls', 'NOUN')]","{'EMOJI': 2, 'NOUN': 3, 'PROPN': 3, 'VERB': 2, 'AUX': 1, 'PRON': 1}",✝ ️god bless president biden ✝ ️ trump voter save soul,EMOJI NOUN PROPN PROPN VERB EMOJI PROPN NOUN VERB NOUN,1.0,️god BLESS PRESIDENT BIDEN TRUMP voter repent save soul,10,0,️god
167,I inb,0.0,0.0,0.0,0.0,0.0,0.0,I inb,"[('I', 'PRON'), ('inb', 'VERB')]","{'PRON': 1, 'VERB': 1}",inb,PRON VERB,1.0,inb,1,0,inb
168,"Trump won, even the Libs know it",0.0,0.0,0.0,0.0,0.0,0.0,"Trump won, even the Libs know it","[('Trump', 'PROPN'), ('win', 'VERB'), (',', 'PUNCT'), ('even', 'ADV'), ('the', 'DET'), ('Libs', 'PROPN'), ('know', 'VERB'), ('it', 'PRON')]","{'PROPN': 2, 'VERB': 2, 'PUNCT': 1, 'ADV': 1, 'DET': 1, 'PRON': 1}",trump win even libs know,PROPN VERB ADV PROPN VERB,1.0,Trump win even Libs know,0,1,libs
169,​​✝️TRUMP IS LORD✝,0.0,0.0,0.0,0.0,0.0,0.0,​​✝️TRUMP IS LORD✝,"[('\u200b\u200b', 'PROPN'), ('✝', 'EMOJI'), ('️TRUMP', 'PROPN'), ('be', 'AUX'), ('LORD', 'PROPN'), ('✝', 'EMOJI')]","{'PROPN': 3, 'EMOJI': 2, 'AUX': 1}",​​ ✝ ️trump lord ✝,PROPN EMOJI PROPN PROPN EMOJI,1.0,​​ ️TRUMP LORD,3,0,​​ ️trump
170,Banana Republic.,0.0,0.0,0.0,0.0,0.0,0.0,Banana Republic.,"[('Banana', 'PROPN'), ('Republic', 'PROPN'), ('.', 'PUNCT')]","{'PROPN': 2, 'PUNCT': 1}",banana republic,PROPN PROPN,1.0,Banana Republic,0,1,
171,YES!!!!!! WE TOOK RED ARIZONA FROM THE GOP.. you guys trashed Arizonas hero John McCain! you wanna know about respect... tell your orange con man to learn it and learn it well. hahahahahhahahahaha,1.0,0.0,0.0,1.0,0.0,0.0,YES!!!!!! WE TOOK RED ARIZONA FROM THE GOP.. you guys trashed Arizonas hero John McCain! you want to know about respect... tell your orange con man to learn it and learn it well. hahahahahhahahahaha,"[('yes', 'INTJ'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('we', 'PRON'), ('take', 'VERB'), ('RED', 'PROPN'), ('ARIZONA', 'PROPN'), ('from', 'ADP'), ('the', 'DET'), ('GOP', 'PROPN'), ('..', 'PUNCT'), ('you', 'PRON'), ('guy', 'NOUN'), ('trash', 'VERB'), ('Arizonas', 'PROPN'), ('hero', 'NOUN'), ('John', 'PROPN'), ('McCain', 'PROPN'), ('!', 'PUNCT'), ('you', 'PRON'), ('want', 'VERB'), ('to', 'PART'), ('know', 'VERB'), ('about', 'ADP'), ('respect', 'NOUN'), ('...', 'PUNCT'), ('tell', 'VERB'), ('your', 'PRON'), ('orange', 'ADJ'), ('con', 'X'), ('man', 'NOUN'), ('to', 'PART'), ('learn', 'VERB'), ('it', 'PRON'), ('and', 'CCONJ'), ('learn', 'VERB'), ('it', 'PRON'), ('well', 'ADV'), ('.', 'PUNCT'), ('hahahahahhahahahaha', 'NOUN')]","{'INTJ': 1, 'PUNCT': 10, 'PRON': 6, 'VERB': 7, 'PROPN': 6, 'ADP': 2, 'DET': 1, 'NOUN': 5, 'PART': 2, 'ADJ': 1, 'X': 1, 'CCONJ': 1, 'ADV': 1}",yes take red arizona gop .. guy trash arizonas hero john mccain know respect ... tell orange con man to learn learn well hahahahahhahahahaha,INTJ VERB PROPN PROPN PROPN NOUN VERB PROPN NOUN PROPN PROPN VERB VERB NOUN VERB ADJ X NOUN VERB VERB ADV NOUN,0.0,yes take RED ARIZONA GOP .. guy trash Arizonas hero John McCain want know respect ... tell orange con man learn learn well hahahahahhahahahaha,8,13,arizonas hahahahahhahahahaha
172,certifying your way to prison,1.0,0.0,0.0,0.0,0.0,0.0,certifying your way to prison,"[('certify', 'VERB'), ('your', 'PRON'), ('way', 'NOUN'), ('to', 'ADP'), ('prison', 'NOUN')]","{'VERB': 1, 'PRON': 1, 'NOUN': 2, 'ADP': 1}",certify way prison,VERB NOUN NOUN,0.0,certify way prison,0,0,
173,bananarepublic?,0.0,0.0,0.0,0.0,0.0,0.0,bananarepublic?,"[('bananarepublic', 'ADJ'), ('?', 'PUNCT')]","{'ADJ': 1, 'PUNCT': 1}",bananarepublic,ADJ,1.0,bananarepublic,0,1,bananarepublic
174,here starts the civil world war. be prepared for china to take over😥,0.0,1.0,0.0,1.0,0.0,0.0,here starts the civil world war. be prepared for china to take over😥,"[('here', 'ADV'), ('start', 'VERB'), ('the', 'DET'), ('civil', 'ADJ'), ('world', 'NOUN'), ('war', 'NOUN'), ('.', 'PUNCT'), ('be', 'AUX'), ('prepare', 'VERB'), ('for', 'ADP'), ('china', 'PROPN'), ('to', 'PART'), ('take', 'VERB'), ('over', 'ADP'), ('😥', 'EMOJI')]","{'ADV': 1, 'VERB': 3, 'DET': 1, 'ADJ': 1, 'NOUN': 2, 'PUNCT': 1, 'AUX': 1, 'ADP': 2, 'PROPN': 1, 'PART': 1, 'EMOJI': 1}",here start civil world war prepare china to take 😥,VERB ADJ NOUN NOUN VERB PROPN VERB EMOJI,0.0,start civil world war prepare china take,0,1,
175,corruption,0.0,0.0,0.0,0.0,0.0,0.0,corruption,"[('corruption', 'NOUN')]",{'NOUN': 1},corruption,NOUN,1.0,corruption,0,0,
176,who is this commie ?,0.0,1.0,0.0,0.0,0.0,0.0,who is this commie ?,"[('who', 'PRON'), ('be', 'AUX'), ('this', 'DET'), ('commie', 'NOUN'), ('?', 'PUNCT')]","{'PRON': 1, 'AUX': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",commie,NOUN,0.0,commie,0,1,commie
177,Biden said he would NOT serve 2 terms!!!,0.0,0.0,0.0,0.0,0.0,0.0,Biden said he would NOT serve 2 terms!!!,"[('Biden', 'PROPN'), ('say', 'VERB'), ('he', 'PRON'), ('would', 'AUX'), ('not', 'PART'), ('serve', 'VERB'), ('2', 'NUM'), ('term', 'NOUN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'PROPN': 1, 'VERB': 2, 'PRON': 1, 'AUX': 1, 'PART': 1, 'NUM': 1, 'NOUN': 1, 'PUNCT': 3}",biden say not serve 2 term,PROPN VERB VERB NUM NOUN,1.0,Biden say would serve 2 term,1,3,
178,trump nver got 74 million votes he told them to vot twice he only got 40 million,0.0,0.0,0.0,0.0,0.0,0.0,trump nver got 74 million votes he told them to vot twice he only got 40 million,"[('trump', 'PROPN'), ('nver', 'VERB'), ('get', 'VERB'), ('74', 'NUM'), ('million', 'NUM'), ('vote', 'NOUN'), ('he', 'PRON'), ('tell', 'VERB'), ('they', 'PRON'), ('to', 'PART'), ('vot', 'VERB'), ('twice', 'ADV'), ('he', 'PRON'), ('only', 'ADV'), ('get', 'VERB'), ('40', 'NUM'), ('million', 'NUM')]","{'PROPN': 1, 'VERB': 5, 'NUM': 4, 'NOUN': 1, 'PRON': 3, 'PART': 1, 'ADV': 2}",trump nver get 74 million vote tell to vot twice only get 40 million,PROPN VERB VERB NUM NUM NOUN VERB VERB ADV VERB NUM NUM,1.0,trump nver get 74 million vote tell vot twice get 40 million,0,0,nver
179,BIDEN 2020,0.0,0.0,0.0,0.0,0.0,0.0,BIDEN 2020,"[('BIDEN', 'NOUN'), ('2020', 'NUM')]","{'NOUN': 1, 'NUM': 1}",biden 2020,NOUN NUM,1.0,BIDEN 2020,1,0,
180,You came out Patrice...and your kid,0.0,0.0,0.0,0.0,0.0,0.0,You came out Patrice...and your kid,"[('you', 'PRON'), ('come', 'VERB'), ('out', 'ADP'), ('Patrice', 'PROPN'), ('...', 'PUNCT'), ('and', 'CCONJ'), ('your', 'PRON'), ('kid', 'NOUN')]","{'PRON': 2, 'VERB': 1, 'ADP': 1, 'PROPN': 1, 'PUNCT': 1, 'CCONJ': 1, 'NOUN': 1}",come patrice ... kid,VERB PROPN NOUN,1.0,come Patrice ... kid,0,3,patrice
181,✨100% free and fair election and everyone knows it ✨,0.0,0.0,0.0,0.0,0.0,0.0,✨100% free and fair election and everyone knows it ✨,"[('✨', 'EMOJI'), ('100', 'NUM'), ('%', 'NOUN'), ('free', 'ADJ'), ('and', 'CCONJ'), ('fair', 'ADJ'), ('election', 'NOUN'), ('and', 'CCONJ'), ('everyone', 'PRON'), ('know', 'VERB'), ('it', 'PRON'), ('✨', 'EMOJI')]","{'EMOJI': 2, 'NUM': 1, 'NOUN': 2, 'ADJ': 2, 'CCONJ': 2, 'PRON': 2, 'VERB': 1}",✨ 100 free fair election know,EMOJI NUM NOUN ADJ ADJ NOUN PRON VERB EMOJI,1.0,100 free fair election everyone know,0,1,
182,USING SHARPIE!!!!,0.0,0.0,0.0,0.0,0.0,0.0,USING SHARPIE!!!!,"[('use', 'VERB'), ('SHARPIE', 'PROPN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'VERB': 1, 'PROPN': 1, 'PUNCT': 4}",use sharpie,VERB PROPN,1.0,use SHARPIE,2,4,sharpie
183,your al going to pay more taxes!!🤑,0.0,0.0,0.0,0.0,0.0,0.0,your al going to pay more taxes!!🤑,"[('your', 'PRON'), ('al', 'PROPN'), ('go', 'VERB'), ('to', 'PART'), ('pay', 'VERB'), ('more', 'ADJ'), ('taxis', 'NOUN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('🤑', 'EMOJI')]","{'PRON': 1, 'PROPN': 1, 'VERB': 2, 'PART': 1, 'ADJ': 1, 'NOUN': 1, 'PUNCT': 2, 'EMOJI': 1}",al go to pay more taxi 🤑,PROPN VERB VERB NOUN EMOJI,1.0,al go pay taxi,0,2,
184,80 million People hats Trump 😃,0.0,0.0,0.0,0.0,0.0,0.0,80 million People hats Trump 😃,"[('80', 'NUM'), ('million', 'NUM'), ('People', 'NOUN'), ('hat', 'NOUN'), ('Trump', 'PROPN'), ('😃', 'EMOJI')]","{'NUM': 2, 'NOUN': 2, 'PROPN': 1, 'EMOJI': 1}",80 million people hat trump 😃,NUM NUM NOUN NOUN PROPN EMOJI,1.0,80 million People hat Trump,0,0,
185,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,Trump 2020,"[('trump', 'NOUN'), ('2020', 'NUM')]","{'NOUN': 1, 'NUM': 1}",trump 2020,NOUN NUM,1.0,trump 2020,0,0,
186,Were the votes audited? Recount is meaningless.,0.0,0.0,0.0,0.0,0.0,0.0,Were the votes audited? Recount is meaningless.,"[('be', 'AUX'), ('the', 'DET'), ('vote', 'NOUN'), ('audit', 'VERB'), ('?', 'PUNCT'), ('Recount', 'PROPN'), ('be', 'AUX'), ('meaningless', 'ADJ'), ('.', 'PUNCT')]","{'AUX': 2, 'DET': 1, 'NOUN': 1, 'VERB': 1, 'PUNCT': 2, 'PROPN': 1, 'ADJ': 1}",vote audit recount meaningless,NOUN VERB PROPN ADJ,1.0,vote audit Recount meaningless,0,2,
187,time for dems to strip America,0.0,1.0,0.0,0.0,0.0,0.0,time for dems to strip America,"[('time', 'NOUN'), ('for', 'ADP'), ('dem', 'NOUN'), ('to', 'PART'), ('strip', 'VERB'), ('America', 'PROPN')]","{'NOUN': 2, 'ADP': 1, 'PART': 1, 'VERB': 1, 'PROPN': 1}",time dem to strip america,NOUN NOUN VERB PROPN,0.0,time dem strip America,0,0,
188,liberals turned this chat into toilet as usual,0.0,1.0,0.0,1.0,0.0,0.0,liberals turned this chat into toilet as usual,"[('liberal', 'NOUN'), ('turn', 'VERB'), ('this', 'DET'), ('chat', 'NOUN'), ('into', 'ADP'), ('toilet', 'NOUN'), ('as', 'ADP'), ('usual', 'ADJ')]","{'NOUN': 3, 'VERB': 1, 'DET': 1, 'ADP': 2, 'ADJ': 1}",liberal turn chat toilet usual,NOUN VERB NOUN NOUN ADJ,0.0,liberal turn chat toilet usual,0,0,
189,four Fraudsters,0.0,0.0,0.0,0.0,0.0,0.0,four Fraudsters,"[('four', 'NUM'), ('fraudster', 'NOUN')]","{'NUM': 1, 'NOUN': 1}",four fraudster,NUM NOUN,1.0,four fraudster,0,0,fraudster
190,MAGAT meltdown in progress,1.0,0.0,0.0,0.0,0.0,0.0,MAGAT meltdown in progress,"[('MAGAT', 'PROPN'), ('meltdown', 'NOUN'), ('in', 'ADP'), ('progress', 'NOUN')]","{'PROPN': 1, 'NOUN': 2, 'ADP': 1}",magat meltdown progress,PROPN NOUN NOUN,0.0,MAGAT meltdown progress,1,0,magat
191,"Welcome to the USSA, you people will get what u asked for........",0.0,0.0,0.0,0.0,0.0,0.0,"Welcome to the USSA, you people will get what you asked for........","[('welcome', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('USSA', 'PROPN'), (',', 'PUNCT'), ('you', 'PRON'), ('people', 'NOUN'), ('will', 'AUX'), ('get', 'VERB'), ('what', 'PRON'), ('you', 'PRON'), ('ask', 'VERB'), ('for', 'ADP'), ('........', 'PUNCT')]","{'VERB': 3, 'ADP': 2, 'DET': 1, 'PROPN': 1, 'PUNCT': 2, 'PRON': 3, 'NOUN': 1, 'AUX': 1}",welcome ussa people get u ask ........,VERB PROPN NOUN VERB VERB,1.0,welcome USSA people get ask ........,1,9,ussa
